feature,importance
p_place,0.36809256178987126
p_district,0.1410282763583992
p_time,0.11255246127341807
장소카테고리_encoded,0.09616284831012577
crime_severity,0.08518964567328709
범죄유형_encoded,0.0738585234110954
시간_중앙값,0.04309109884072152
시간대_encoded,0.039058428126928044
자치구_encoded,0.025632300870938384
is_rush_hour,0.01084410468461368
is_night,0.004489750660601498
