Year,District,Crime_Type,Count
2022,마포구,강도,2
2022,마포구,살인,2
2022,마포구,성폭력,436
2022,마포구,절도,1451
2022,마포구,폭력,2205
2022,서대문구,강도,6
2022,서대문구,살인,5
2022,서대문구,성폭력,157
2022,서대문구,절도,1114
2022,서대문구,폭력,1092
2022,서초구,강도,3
2022,서초구,살인,3
2022,서초구,성폭력,431
2022,서초구,절도,1921
2022,서초구,폭력,2101
2022,성동구,강도,2
2022,성동구,살인,2
2022,성동구,성폭력,125
2022,성동구,절도,979
2022,성동구,폭력,1086
2022,성북구,강도,1
2022,성북구,살인,3
2022,성북구,성폭력,158
2022,성북구,절도,1143
2022,성북구,폭력,1444
2022,송파구,강도,5
2022,송파구,살인,2
2022,송파구,성폭력,290
2022,송파구,절도,2201
2022,송파구,폭력,2669
2022,양천구,강도,3
2022,양천구,살인,2
2022,양천구,성폭력,114
2022,양천구,절도,1474
2022,양천구,폭력,1576
2022,영등포구,강도,10
2022,영등포구,살인,5
2022,영등포구,성폭력,327
2022,영등포구,절도,2062
2022,영등포구,폭력,2415
2022,용산구,강도,7
2022,용산구,살인,5
2022,용산구,성폭력,280
2022,용산구,절도,978
2022,용산구,폭력,1697
2022,은평구,강도,5
2022,은평구,살인,4
2022,은평구,성폭력,176
2022,은평구,절도,1497
2022,은평구,폭력,1805
2022,종로구,강도,8
2022,종로구,살인,2
2022,종로구,성폭력,228
2022,종로구,절도,1313
2022,종로구,폭력,1587
2022,중구,강도,5
2022,중구,살인,1
2022,중구,성폭력,194
2022,중구,절도,1365
2022,중구,폭력,1506
2022,중랑구,강도,2
2022,중랑구,살인,2
2022,중랑구,성폭력,150
2022,중랑구,절도,1508
2022,중랑구,폭력,1937
2023,강남구,강도,20
2023,강남구,살인,14
2023,강남구,성폭력,678
2023,강남구,절도,2480
2023,강남구,폭력,3571
2023,강동구,강도,5
2023,강동구,살인,4
2023,강동구,성폭력,144
2023,강동구,절도,1676
2023,강동구,폭력,1569
2023,강북구,강도,1
2023,강북구,살인,7
2023,강북구,성폭력,141
2023,강북구,절도,917
2023,강북구,폭력,1431
2023,강서구,강도,6
2023,강서구,살인,1
2023,강서구,성폭력,300
2023,강서구,절도,1794
2023,강서구,폭력,2195
2023,관악구,강도,10
2023,관악구,살인,16
2023,관악구,성폭력,328
2023,관악구,절도,2013
2023,관악구,폭력,2402
2023,광진구,강도,5
2023,광진구,살인,2
2023,광진구,성폭력,238
2023,광진구,절도,1616
2023,광진구,폭력,1563
2023,구로구,강도,7
2023,구로구,살인,12
2023,구로구,성폭력,194
2023,구로구,절도,1624
2023,구로구,폭력,1900
2023,금천구,강도,5
2023,금천구,살인,4
2023,금천구,성폭력,128
2023,금천구,절도,987
2023,금천구,폭력,1116
2023,노원구,강도,3
2023,노원구,살인,7
2023,노원구,성폭력,159
2023,노원구,절도,1632
2023,노원구,폭력,1766
2023,도봉구,강도,4
2023,도봉구,살인,7
2023,도봉구,성폭력,90
2023,도봉구,절도,995
2023,도봉구,폭력,825
2023,동대문구,강도,4
2023,동대문구,살인,5
2023,동대문구,성폭력,146
2023,동대문구,절도,1280
2023,동대문구,폭력,1522
2023,동작구,강도,3
2023,동작구,살인,3
2023,동작구,성폭력,191
2023,동작구,절도,1183
2023,동작구,폭력,1262
2023,마포구,강도,4
2023,마포구,살인,3
2023,마포구,성폭력,447
2023,마포구,절도,1472
2023,마포구,폭력,1908
2023,서대문구,강도,0
2023,서대문구,살인,5
2023,서대문구,성폭력,160
2023,서대문구,절도,1194
2023,서대문구,폭력,1026
2023,서초구,강도,9
2023,서초구,살인,7
2023,서초구,성폭력,412
2023,서초구,절도,1941
2023,서초구,폭력,2153
2023,성동구,강도,2
2023,성동구,살인,2
2023,성동구,성폭력,119
2023,성동구,절도,893
2023,성동구,폭력,1007
2023,성북구,강도,1
2023,성북구,살인,1
2023,성북구,성폭력,141
2023,성북구,절도,984
2023,성북구,폭력,1284
2023,송파구,강도,9
2023,송파구,살인,8
2023,송파구,성폭력,307
2023,송파구,절도,2416
2023,송파구,폭력,2483
2023,양천구,강도,2
2023,양천구,살인,6
2023,양천구,성폭력,113
2023,양천구,절도,1404
2023,양천구,폭력,1494
2023,영등포구,강도,10
2023,영등포구,살인,12
2023,영등포구,성폭력,310
2023,영등포구,절도,1854
2023,영등포구,폭력,2232
2023,용산구,강도,3
2023,용산구,살인,3
2023,용산구,성폭력,245
2023,용산구,절도,978
2023,용산구,폭력,1792
2023,은평구,강도,3
2023,은평구,살인,7
2023,은평구,성폭력,153
2023,은평구,절도,1614
2023,은평구,폭력,1716
2023,종로구,강도,5
2023,종로구,살인,5
2023,종로구,성폭력,239
2023,종로구,절도,1169
2023,종로구,폭력,1563
2023,중구,강도,6
2023,중구,살인,3
2023,중구,성폭력,212
2023,중구,절도,1520
2023,중구,폭력,1607
2023,중랑구,강도,2
2023,중랑구,살인,6
2023,중랑구,성폭력,169
2023,중랑구,절도,1402
2023,중랑구,폭력,1745
2024,강남구,강도,17
2024,강남구,살인,16
2024,강남구,성폭력,640
2024,강남구,절도,2097
2024,강남구,폭력,3337
2024,강동구,강도,4
2024,강동구,살인,3
2024,강동구,성폭력,164
2024,강동구,절도,1662
2024,강동구,폭력,1517
2024,강북구,강도,0
2024,강북구,살인,6
2024,강북구,성폭력,142
2024,강북구,절도,970
2024,강북구,폭력,1171
2024,강서구,강도,6
2024,강서구,살인,5
2024,강서구,성폭력,271
2024,강서구,절도,1670
2024,강서구,폭력,2056
2024,관악구,강도,3
2024,관악구,살인,4
2024,관악구,성폭력,338
2024,관악구,절도,1971
2024,관악구,폭력,2169
2024,광진구,강도,6
2024,광진구,살인,2
2024,광진구,성폭력,235
2024,광진구,절도,1320
2024,광진구,폭력,1307
2024,구로구,강도,0
2024,구로구,살인,7
2024,구로구,성폭력,186
2024,구로구,절도,1572
2024,구로구,폭력,1613
2024,금천구,강도,3
2024,금천구,살인,7
2024,금천구,성폭력,129
2024,금천구,절도,886
2024,금천구,폭력,992
2024,노원구,강도,3
2024,노원구,살인,7
2024,노원구,성폭력,146
2024,노원구,절도,1508
2024,노원구,폭력,1437
2024,도봉구,강도,0
2024,도봉구,살인,7
2024,도봉구,성폭력,73
2024,도봉구,절도,800
2024,도봉구,폭력,861
2024,동대문구,강도,4
2024,동대문구,살인,7
2024,동대문구,성폭력,125
2024,동대문구,절도,1617
2024,동대문구,폭력,1463
2024,동작구,강도,1
2024,동작구,살인,1
2024,동작구,성폭력,180
2024,동작구,절도,1085
2024,동작구,폭력,1187
2024,마포구,강도,4
2024,마포구,살인,4
2024,마포구,성폭력,503
2024,마포구,절도,1471
2024,마포구,폭력,1909
2024,서대문구,강도,0
2024,서대문구,살인,3
2024,서대문구,성폭력,131
2024,서대문구,절도,1014
2024,서대문구,폭력,906
2024,서초구,강도,5
2024,서초구,살인,10
2024,서초구,성폭력,364
2024,서초구,절도,1585
2024,서초구,폭력,1824
2024,성동구,강도,3
2024,성동구,살인,5
2024,성동구,성폭력,114
2024,성동구,절도,966
2024,성동구,폭력,1029
2024,성북구,강도,1
2024,성북구,살인,3
2024,성북구,성폭력,146
2024,성북구,절도,884
2024,성북구,폭력,1150
2024,송파구,강도,3
2024,송파구,살인,6
2024,송파구,성폭력,315
2024,송파구,절도,2502
2024,송파구,폭력,2348
2024,양천구,강도,1
2024,양천구,살인,4
2024,양천구,성폭력,109
2024,양천구,절도,1518
2024,양천구,폭력,1368
2024,영등포구,강도,6
2024,영등포구,살인,11
2024,영등포구,성폭력,284
2024,영등포구,절도,1791
2024,영등포구,폭력,2075
2024,용산구,강도,4
2024,용산구,살인,10
2024,용산구,성폭력,267
2024,용산구,절도,1082
2024,용산구,폭력,1959
2024,은평구,강도,1
2024,은평구,살인,9
2024,은평구,성폭력,132
2024,은평구,절도,1517
2024,은평구,폭력,1558
2024,종로구,강도,5
2024,종로구,살인,2
2024,종로구,성폭력,209
2024,종로구,절도,1183
2024,종로구,폭력,1366
2024,중구,강도,5
2024,중구,살인,5
2024,중구,성폭력,177
2024,중구,절도,1398
2024,중구,폭력,1370
2024,중랑구,강도,2
2024,중랑구,살인,5
2024,중랑구,성폭력,143
2024,중랑구,절도,1437
2024,중랑구,폭력,1582
