feature,importance
p_place,0.37346022305259624
crime_severity,0.21504728523193953
범죄유형_encoded,0.13947992994367384
장소카테고리_encoded,0.12158499897723156
p_time,0.06520706119461005
시간대_encoded,0.0253611239449402
p_district,0.023850284460818355
시간_중앙값,0.02154113846674353
자치구_encoded,0.006533008184817451
is_rush_hour,0.005260021585297241
is_night,0.0026749249573320656
