자치구,범죄유형,장소카테고리,시간대,자치구_encoded,범죄유형_encoded,장소카테고리_encoded,시간대_encoded,p_district,p_place,p_time,시간_중앙값,is_night,is_rush_hour,crime_severity,risk_score,is_high_risk
영등포구,성폭력,기타,03시-06시,19,2,0,1,0.053805400790306164,0.11378357192953505,0.08135976270069212,4.5,1,0,4,18.205686523836363,0
영등포구,성폭력,기타,06시-09시,19,2,0,2,0.053805400790306164,0.11378357192953505,0.055205047318611984,7.5,0,1,4,15.258982737194271,0
영등포구,성폭력,기타,09시-12시,19,2,0,3,0.053805400790306164,0.11378357192953505,0.10751447808277226,10.5,0,0,4,21.152390310478438,0
영등포구,성폭력,기타,12시-15시,19,2,0,4,0.053805400790306164,0.11378357192953505,0.1336691934648524,13.5,0,0,4,24.099094097120535,0
영등포구,성폭력,기타,15시-18시,19,2,0,5,0.053805400790306164,0.11378357192953505,0.1467583219548943,16.5,0,0,4,25.5737721397605,0
영등포구,성폭력,기타,18시-21시,19,2,0,6,0.053805400790306164,0.11378357192953505,0.18574320824897594,19.5,0,1,4,29.965978684026283,0
영등포구,성폭력,기타,21시-24시,19,2,0,7,0.053805400790306164,0.11378357192953505,0.1540326757380291,22.5,1,0,4,26.393332418853575,0
영등포구,절도,주거지구,00시-03시,19,3,3,0,0.05444042452198125,0.22340363095703888,0.07450700367790906,1.5,1,0,1,7.171212629569004,0
영등포구,절도,주거지구,03시-06시,19,3,3,1,0.05444042452198125,0.22340363095703888,0.04286818217387902,4.5,1,0,1,5.643541061655833,0
영등포구,절도,주거지구,06시-09시,19,3,3,2,0.05444042452198125,0.22340363095703888,0.0609202598012364,7.5,0,1,1,6.515180535634427,0
영등포구,절도,주거지구,09시-12시,19,3,3,3,0.05444042452198125,0.22340363095703888,0.12558690038344159,10.5,0,0,1,9.63759102735616,0
영등포구,절도,주거지구,12시-15시,19,3,3,4,0.05444042452198125,0.22340363095703888,0.15873699037483371,13.5,0,0,1,11.238233767704818,0
영등포구,절도,주거지구,15시-18시,19,3,3,5,0.05444042452198125,0.22340363095703888,0.18959327803427498,16.5,0,0,1,12.728120909761424,0
영등포구,절도,주거지구,18시-21시,19,3,3,6,0.05444042452198125,0.22340363095703888,0.2071024728069489,19.5,0,1,1,13.57354743830203,0
영등포구,절도,주거지구,21시-24시,19,3,3,7,0.05444042452198125,0.22340363095703888,0.14068491274747633,22.5,1,0,1,10.366594293726225,0
영등포구,절도,업무지구,00시-03시,19,3,2,0,0.05444042452198125,0.15873699037483371,0.07450700367790906,1.5,1,0,1,4.0488021378472645,0
영등포구,절도,업무지구,03시-06시,19,3,2,1,0.05444042452198125,0.15873699037483371,0.04286818217387902,4.5,1,0,1,2.521130569934094,0
영등포구,절도,업무지구,06시-09시,19,3,2,2,0.05444042452198125,0.15873699037483371,0.0609202598012364,7.5,0,1,1,3.3927700439126856,0
영등포구,절도,업무지구,09시-12시,19,3,2,3,0.05444042452198125,0.15873699037483371,0.12558690038344159,10.5,0,0,1,6.515180535634427,0
영등포구,절도,업무지구,12시-15시,19,3,2,4,0.05444042452198125,0.15873699037483371,0.15873699037483371,13.5,0,0,1,8.115823275983084,0
영등포구,절도,업무지구,15시-18시,19,3,2,5,0.05444042452198125,0.15873699037483371,0.18959327803427498,16.5,0,0,1,9.60571041803969,0
영등포구,절도,업무지구,18시-21시,19,3,2,6,0.05444042452198125,0.15873699037483371,0.2071024728069489,19.5,0,1,1,10.45113694658029,0
영등포구,절도,업무지구,21시-24시,19,3,2,7,0.05444042452198125,0.15873699037483371,0.14068491274747633,22.5,1,0,1,7.244183802004491,0
영등포구,절도,다중이용시설,00시-03시,19,3,1,0,0.05444042452198125,0.4830434697550669,0.07450700367790906,1.5,1,0,1,19.70784897611506,0
영등포구,절도,다중이용시설,03시-06시,19,3,1,1,0.05444042452198125,0.4830434697550669,0.04286818217387902,4.5,1,0,1,18.180177408201885,0
영등포구,절도,다중이용시설,06시-09시,19,3,1,2,0.05444042452198125,0.4830434697550669,0.0609202598012364,7.5,0,1,1,19.051816882180475,0
영등포구,절도,다중이용시설,09시-12시,19,3,1,3,0.05444042452198125,0.4830434697550669,0.12558690038344159,10.5,0,0,1,22.174227373902212,0
영등포구,절도,다중이용시설,12시-15시,19,3,1,4,0.05444042452198125,0.4830434697550669,0.15873699037483371,13.5,0,0,1,23.774870114250874,0
영등포구,절도,다중이용시설,15시-18시,19,3,1,5,0.05444042452198125,0.4830434697550669,0.18959327803427498,16.5,0,0,1,25.264757256307483,0
영등포구,절도,다중이용시설,18시-21시,19,3,1,6,0.05444042452198125,0.4830434697550669,0.2071024728069489,19.5,0,1,1,26.110183784848083,0
영등포구,절도,다중이용시설,21시-24시,19,3,1,7,0.05444042452198125,0.4830434697550669,0.14068491274747633,22.5,1,0,1,22.903230640272277,0
영등포구,절도,기타,00시-03시,19,3,0,0,0.05444042452198125,0.1348159089130605,0.07450700367790906,1.5,1,0,1,2.8937794699444463,0
영등포구,절도,기타,03시-06시,19,3,0,1,0.05444042452198125,0.1348159089130605,0.04286818217387902,4.5,1,0,1,1.3661079020312794,0
영등포구,절도,기타,06시-09시,19,3,0,2,0.05444042452198125,0.1348159089130605,0.0609202598012364,7.5,0,1,1,2.2377473760098727,0
영등포구,절도,기타,09시-12시,19,3,0,3,0.05444042452198125,0.1348159089130605,0.12558690038344159,10.5,0,0,1,5.36015786773161,0
영등포구,절도,기타,12시-15시,19,3,0,4,0.05444042452198125,0.1348159089130605,0.15873699037483371,13.5,0,0,1,6.960800608080264,0
영등포구,절도,기타,15시-18시,19,3,0,5,0.05444042452198125,0.1348159089130605,0.18959327803427498,16.5,0,0,1,8.450687750136874,0
영등포구,절도,기타,18시-21시,19,3,0,6,0.05444042452198125,0.1348159089130605,0.2071024728069489,19.5,0,1,1,9.296114278677473,0
영등포구,절도,기타,21시-24시,19,3,0,7,0.05444042452198125,0.1348159089130605,0.14068491274747633,22.5,1,0,1,6.089161134101676,0
영등포구,폭력,주거지구,00시-03시,19,4,3,0,0.05275606300291908,0.2778746869988465,0.08839607832337308,1.5,1,0,2,17.134830713823824,0
영등포구,폭력,주거지구,03시-06시,19,4,3,1,0.05275606300291908,0.2778746869988465,0.04249745256258434,4.5,1,0,2,14.179894457338522,0
영등포구,폭력,주거지구,06시-09시,19,4,3,2,0.05275606300291908,0.2778746869988465,0.06459819338492467,7.5,0,1,2,15.602731835770653,0
영등포구,폭력,주거지구,09시-12시,19,4,3,3,0.05275606300291908,0.2778746869988465,0.11899630965823028,10.5,0,0,2,19.104862093400648,0
영등포구,폭력,주거지구,12시-15시,19,4,3,4,0.05275606300291908,0.2778746869988465,0.15724573820605325,13.5,0,0,2,21.567345911431715,0
영등포구,폭력,주거지구,15시-18시,19,4,3,5,0.05275606300291908,0.2778746869988465,0.1801967723279447,16.5,0,0,2,23.04492485255431,0
영등포구,폭력,주거지구,18시-21시,19,4,3,6,0.05275606300291908,0.2778746869988465,0.20229751315028505,19.5,0,1,2,24.467762230986445,0
영등포구,폭력,주거지구,21시-24시,19,4,3,7,0.05275606300291908,0.2778746869988465,0.1457719423866046,22.5,1,0,2,20.828667253750368,0
영등포구,폭력,업무지구,00시-03시,19,4,2,0,0.05275606300291908,0.1528317812227443,0.08839607832337308,1.5,1,0,2,9.084615489085243,0
영등포구,폭력,업무지구,03시-06시,19,4,2,1,0.05275606300291908,0.1528317812227443,0.04249745256258434,4.5,1,0,2,6.129679232599942,0
영등포구,폭력,업무지구,06시-09시,19,4,2,2,0.05275606300291908,0.1528317812227443,0.06459819338492467,7.5,0,1,2,7.552516611032074,0
영등포구,폭력,업무지구,09시-12시,19,4,2,3,0.05275606300291908,0.1528317812227443,0.11899630965823028,10.5,0,0,2,11.054646868662077,0
영등포구,폭력,업무지구,12시-15시,19,4,2,4,0.05275606300291908,0.1528317812227443,0.15724573820605325,13.5,0,0,2,13.517130686693138,0
영등포구,폭력,업무지구,15시-18시,19,4,2,5,0.05275606300291908,0.1528317812227443,0.1801967723279447,16.5,0,0,2,14.994709627815732,0
영등포구,폭력,업무지구,18시-21시,19,4,2,6,0.05275606300291908,0.1528317812227443,0.20229751315028505,19.5,0,1,2,16.417547006247865,0
